Id,Title,Brand,Category,Network,Show,Date,Time,Pod Position,Dayparts,Tags,Co-Op Brand,Product,Duration,EQ Units,Broadcast Year,Broadcast Quarter,Broadcast Month,Broadcast Week
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,TeenNick Top 10,6/22/2017,12:12:46 AM,1,LATE FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,OUTER MAX,Pearl Harbor,6/21/2017,11:55:26 PM,1,LATE FRINGE,Cable,,Pixel,60,2,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTVU,mtvU Music Block,6/21/2017,11:02:26 PM,2,LATE FRINGE,Cable,,Pixel,60,2,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Jams,Music Playlist,6/21/2017,9:15:35 PM,1,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,Tennis,Tennis,6/21/2017,8:46:18 PM,4,PRIME TIME,Sports,,Google Home,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Crushworthy,6/21/2017,8:18:31 PM,1,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Bumpin' Beats,6/21/2017,7:29:11 PM,2,PRIME TIME,Cable,,Pixel,60,2,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,CBS Sports,Time to Schein,6/21/2017,6:50:12 PM,5,EARLY FRINGE,Sports,,Google Home,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Bumpin' Beats,6/21/2017,6:45:00 PM,1,EARLY FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,National Geographic Wild,Dingo Dynasty,6/21/2017,5:25:47 PM,9,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,FXX,Cloudy With a Chance of Meatballs 2,6/21/2017,4:59:03 PM,1,EARLY FRINGE,Cable,,Pixel,60,2,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,EWTN,When Children Adore,6/21/2017,4:57:06 PM,1,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,EWTN,Truth in the Heart,6/21/2017,4:23:54 PM,1,EARLY FRINGE,Cable,,Pixel,60,2,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Crushworthy,6/21/2017,1:59:06 PM,3,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,EWTN,Daily Mass - Olam Daily Mass,6/21/2017,12:43:04 PM,3,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3245591,Google Home At Best Buy TV Commercial,Google,Electronics & Communication,MTV Hits,Bumpin' Beats,6/21/2017,10:43:48 AM,1,DAY TIME,Cable,,Google Home,30,1,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,OWN,Dr. Phil,6/21/2017,10:42:09 AM,6,DAY TIME,Cable,,Pixel,60,2,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTVU,mtvU Music Block,6/21/2017,10:13:45 AM,1,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Pop Playback,6/21/2017,9:08:22 AM,3,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Pop Playback,6/21/2017,9:07:50 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Hallmark Movie,Columbo,6/21/2017,9:07:38 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,BET,Tyler Perry's House of Payne,6/21/2017,8:31:25 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,TeenNick Top 10,6/21/2017,8:13:05 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,National Geographic Wild,Paradise Islands,6/21/2017,8:11:24 AM,1,EARLY MORNING,Cable,,Pixel,60,2,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,WGN,Joyce Meyer: Enjoying Everyday Life,6/21/2017,7:58:24 AM,2,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Aspire,Now/Next Music,6/21/2017,7:53:15 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,TMC,Steve McQueen: The Man & Le Mans,6/21/2017,7:39:03 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Crushworthy,6/21/2017,5:59:01 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Crushworthy,6/21/2017,5:19:18 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,EWTN,Papal Audience,6/21/2017,4:27:38 AM,3,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV2,MTV2 Music Mix,6/21/2017,4:01:35 AM,3,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV2,MTV2 Music Mix,6/21/2017,4:01:03 AM,1,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Bumpin' Beats,6/21/2017,3:47:33 AM,1,OVER NIGHT,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Nick Junior,Max & Ruby,6/21/2017,3:33:15 AM,4,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241314,"Google Home Hands-Free Calling ""Call A Locksmith"" TV Commercial",Google,Electronics & Communication,Boomerang,Tom & Jerry,6/21/2017,3:10:05 AM,5,OVER NIGHT,Cable,,Google Home,15,0.5,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,TMC,Death Do Us Part,6/21/2017,2:44:02 AM,2,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,Velocity,Chasing Classic Cars,6/21/2017,2:14:38 AM,5,OVER NIGHT,Cable,,Google Home,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Pop Playback,6/21/2017,1:38:54 AM,1,OVER NIGHT,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Animal Planet,Wild Australia,6/21/2017,1:32:20 AM,1,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241314,"Google Home Hands-Free Calling ""Call A Locksmith"" TV Commercial",Google,Electronics & Communication,Lifetime Movie Network,Heaven Is for Real,6/21/2017,12:56:51 AM,3,LATE FRINGE,Cable,,Google Home,15,0.5,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Nick Mix,6/20/2017,11:51:33 PM,1,LATE FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,NBC Sports Network,World Series of Fighting 31,6/20/2017,10:57:04 PM,2,PRIME TIME,Sports,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,NBC Sports Network,World Series of Fighting 31,6/20/2017,10:52:43 PM,2,PRIME TIME,Sports,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,TMC,Born to Be Blue,6/20/2017,9:32:25 PM,2,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Crushworthy,6/20/2017,9:19:28 PM,1,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,NBC Sports Network,World Series of Fighting 31,6/20/2017,9:09:20 PM,2,PRIME TIME,Sports,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTVU,mtvU Music Block,6/20/2017,9:01:51 PM,6,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Crushworthy,6/20/2017,8:59:55 PM,3,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,Tennis,Tennis,6/20/2017,8:46:14 PM,4,PRIME TIME,Sports,,Google Home,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,OWN,The Haves and the Have Nots,6/20/2017,8:33:54 PM,1,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,ION,Criminal Minds,6/20/2017,8:04:22 PM,1,PRIME TIME,Cable,,Pixel,60,2,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Bumpin' Beats,6/20/2017,7:47:44 PM,1,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Pop Playback,6/20/2017,5:42:09 PM,1,EARLY FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Pop Playback,6/20/2017,5:19:15 PM,3,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Pop Playback,6/20/2017,5:18:43 PM,1,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTVU,mtvU Music Block,6/20/2017,5:01:55 PM,7,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTVU,mtvU Music Block,6/20/2017,5:01:23 PM,5,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Aspire,Raising Izzie,6/20/2017,4:36:23 PM,1,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,Ovation,Cabaret,6/20/2017,4:33:25 PM,1,EARLY FRINGE,Cable,,Google Home,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Disney XD,Beyblade Burst,6/20/2017,3:58:21 PM,3,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Nick Mix,6/20/2017,3:06:03 PM,1,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Crushworthy,6/20/2017,1:00:05 PM,3,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Lifetime Movie Network,Two Wrongs,6/20/2017,11:59:49 AM,1,DAY TIME,Cable,,Pixel,60,2,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Bumpin' Beats,6/20/2017,11:47:54 AM,1,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTVU,mtvU Music Block,6/20/2017,10:40:12 AM,1,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,OUTER MAX,The Wash,6/20/2017,9:58:29 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,TMC,Felicia's Journey,6/20/2017,9:54:18 AM,2,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Nick Mix,6/20/2017,7:52:24 AM,4,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,ESPN U,College Baseball,6/20/2017,7:51:03 AM,1,EARLY MORNING,Sports,,Google Home,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Nick Mix,6/20/2017,7:09:19 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3222515,Google Pixel & VR On Verizon TV Commercial,Google,Smart Phones,Hallmark Movie,Matlock,6/20/2017,7:00:56 AM,2,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,Centric,Centric Hits,6/20/2017,7:00:32 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,TNT,Law & Order,6/20/2017,5:58:45 AM,1,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3220684,"Google Home ""Home By You. Help By Google."" TV Commercial",Google,Electronics & Communication,Sprout,The Doozers,6/20/2017,5:11:01 AM,1,EARLY MORNING,Cable,,Google Home,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Fox News,Special Report With Bret Baier,6/20/2017,4:46:35 AM,2,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Fuse,Redeye,6/20/2017,4:13:43 AM,14,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Fuse,Redeye,6/20/2017,4:13:11 AM,12,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,SyFy,Odd Thomas,6/20/2017,3:58:16 AM,2,OVER NIGHT,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Bumpin' Beats,6/20/2017,3:22:49 AM,1,OVER NIGHT,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTVU,mtvU Playlist,6/20/2017,1:51:30 AM,8,OVER NIGHT,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,ID,Murder Calls,6/20/2017,12:30:16 AM,4,LATE FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Jams,Music Playlist,6/19/2017,11:21:45 PM,1,LATE FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Nick Mix,6/19/2017,10:24:42 PM,1,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241204,"Google Home ""Hands-Free Calling"" TV Commercial",Google,Electronics & Communication,SyFy,Ghost Rider,6/19/2017,10:22:54 PM,8,PRIME TIME,Cable,,Google Home,30,1,2017,Q2,Jun,26
3229260,"Google Pixel ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Uplifting Entertainment,Date My Dad,6/19/2017,10:19:55 PM,2,PRIME TIME,Cable,,Pixel,60,2,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,BBC America,Star Trek: Voyager,6/19/2017,9:54:45 PM,1,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Uplifting Entertainment,Date My Dad,6/19/2017,9:54:02 PM,14,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,UNIMAS,La Candidata,6/19/2017,9:04:14 PM,1,PRIME TIME,Hispanic,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Crushworthy,6/19/2017,8:37:54 PM,1,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Crushworthy,6/19/2017,8:01:55 PM,3,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Crushworthy,6/19/2017,8:01:23 PM,1,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Pop Playback,6/19/2017,4:02:38 PM,13,EARLY FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,SyFy,Odd Thomas,6/19/2017,3:56:29 PM,2,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Jams,Music Playlist,6/19/2017,3:16:00 PM,3,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,NBC Universo,Pasión de gavilanes,6/19/2017,3:14:55 PM,1,DAY TIME,Hispanic,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Nick Mix,6/19/2017,2:10:24 PM,3,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Nick Mix,6/19/2017,2:09:52 PM,1,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,NBC Universo,Prison Break,6/19/2017,1:27:23 PM,6,DAY TIME,Hispanic,Verizon,Pixel,30,1,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,MTV Hits,Crushworthy,6/19/2017,12:01:53 PM,2,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTVU,mtvU Music Block,6/19/2017,8:41:18 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Pop Playback,6/19/2017,8:00:27 AM,6,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Jams,Music Playlist,6/19/2017,7:18:15 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Nick Mix,6/19/2017,6:24:37 AM,1,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Videos We Heart,6/19/2017,5:53:44 AM,4,EARLY MORNING,Cable,,Google Home,90,3,2017,Q2,Jun,26
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,E!,Botched,6/19/2017,5:51:54 AM,3,EARLY MORNING,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,TeenNick Top 10,6/19/2017,12:14:35 AM,1,LATE FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,26
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Jams,Music Playlist,6/18/2017,11:53:45 PM,1,LATE FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,25
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTVU,mtvU Video Hour,6/18/2017,11:39:23 PM,1,LATE FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,25
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,Esquire,Boundless,6/18/2017,10:21:40 PM,1,PRIME TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,25
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Videos We Heart,6/18/2017,9:53:44 PM,4,PRIME TIME,Cable,,Google Home,90,3,2017,Q2,Jun,25
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,OWN,Queen Sugar,6/18/2017,6:42:09 PM,1,EARLY FRINGE,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,25
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,The Hit List,6/18/2017,6:30:09 PM,1,EARLY FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,25
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,TeenNick Top 10,6/18/2017,4:14:35 PM,1,EARLY FRINGE,Cable,,Google Home,90,3,2017,Q2,Jun,25
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTVU,mtvU Video Hour,6/18/2017,3:07:17 PM,6,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,25
3241405,"Google Home ""New Features Coming To Google Home"" - I/O 2017 TV Commercial",Google,Electronics & Communication,MTV Hits,Videos We Heart,6/18/2017,1:53:44 PM,4,DAY TIME,Cable,,Google Home,90,3,2017,Q2,Jun,25
3229284,"Google Pixel On Verizon ""Tributes By You, Phone By Google"" TV Commercial",Google,Smart Phones,E!,Botched,6/18/2017,10:35:11 AM,1,DAY TIME,Cable,Verizon,Pixel,30,1,2017,Q2,Jun,25
